genename	F_stat
BYSL	-2.48363146568749
HPD	-2.48213073533566
PRDM10	-2.48101159312102
HSD17B7	-2.47853317927457
LINC00265	-2.47852301194154
SCAF4	-2.47720498713602
DAP	-2.47435954722091
C12orf4	-2.47416464200958
MFSD8	-2.47314871953111
TASP1	-2.47135922354993
CSPP1	-2.47046192673552
TRIR	-2.46993673344693
SHC2	-2.46852345210991
ASB6	-2.4664429629812
EN1	-2.46533445182593
MTA2	-2.46461891139826
MANBAL	-2.46453565641096
CYB561D1	-2.4641200415789
CDK5RAP3	-2.4640767817357
NA	-2.46282287957781
MRPS15	-2.45859101106582
MYOC	-2.45763201944427
FCHSD2	-2.45651007635595
ST7	-2.45623886372015
ZNF593	-2.45604583088777
FASTKD5	-2.45561693757803
GSE1	-2.45498896755717
ABLIM1	-2.45496783055952
MYH3	-2.45481670600878
PDCL3	-2.45448233720954
NSUN4	-2.45407095826582
NFX1	-2.45389249080247
SNX12	-2.45294730455273
CDKL2	-2.45256679299801
ADGRE5	-2.45245661734873
RPARP-AS1	-2.45170068658977
EXOG	-2.45026984171811
SSX2IP	-2.44932279253671
EEF1A1	-2.44883523145704
DSC3	-2.44755988620237
STRBP	-2.44551188644502
CINP	-2.44438263563061
NA	-2.4441003216271
MFSD14C	-2.44250116076284
GSPT1	-2.44155253553977
MCUR1	-2.44154964701819
INPP5K	-2.44131121877531
CRACR2A	-2.43763769617057
NA	-2.4375012436552
MNT	-2.43745558454031
DST	-2.43675648987243
WDR26	-2.43656517728963
LAMA5	-2.43557388756075
RIN1	-2.43365140909138
HIF1AN	-2.43111019431861
ASTE1	-2.43103647858722
VPS4A	-2.43013265757686
RNF130	-2.42885773506293
PPM1F	-2.42842235600901
PROS1	-2.42759503827677
KLC2	-2.42710682528526
ZNF18	-2.42586924773075
CLN6	-2.42536757921705
GFOD2	-2.4252886891607
SP2-AS1	-2.4249718608958
RUSC1-AS1	-2.42460169652272
CIAPIN1	-2.42449223102596
MPHOSPH6	-2.42285879642657
LYAR	-2.42158684408438
SLC19A1	-2.42137252300278
PGAP2	-2.42093069637629
CSKMT	-2.4205855540709
SLC2A10	-2.41740550562974
NA	-2.41693747273586
HERC2P9	-2.41668472511311
SH3RF1	-2.41659869093393
PLIN3	-2.41594216023955
FOXO3	-2.41561223087547
DPH1	-2.41550800031057
ERAL1	-2.41474438720437
ZNF74	-2.41441395622496
ANKRD24	-2.41238858868954
LIMCH1	-2.41225289720616
ARHGDIA	-2.41065249575767
MYL9	-2.41060100459406
ZHX3	-2.40968310503407
MELTF	-2.40758074111141
KIF3B	-2.40638566614052
BCKDHB	-2.40623532924005
PA2G4	-2.40508875050577
NA	-2.4046846306705
ZNRF3	-2.40348215856666
GTF3C6	-2.40182649961698
FAHD2A	-2.40170362554283
KCTD13	-2.40127587529156
PLXND1	-2.4010443499828
RAB17	-2.39897284750129
ZNF57	-2.39740869122332
PDCD7	-2.39679598870825
SQSTM1	-2.39643661531099
AK1	-2.39625638844991
RTN4RL2	-2.39487387819618
ITPRID2	-2.39368193281345
DNHD1	-2.39329705998133
STRADB	-2.39327926647404
SNTB2	-2.39225412009749
NUDC	-2.3919936999377
CTIF	-2.3916061375073
ZNF326	-2.39133340922896
NDUFA10	-2.39102232213819
SDC3	-2.38620959782826
SGK1	-2.38599574617962
RRP1	-2.38556661060172
NA	-2.38450316289028
PLAGL1	-2.38277167711803
MSRB1	-2.38216919570856
RBL2	-2.3820275856624
AFG3L1P	-2.38130850181384
PLEC	-2.38061613398326
ACSF2	-2.37971129411648
AADAT	-2.37865082770336
SUN1	-2.37689437889673
C1S	-2.37679925062895
LETM2	-2.37614899774635
OAS2	-2.37496733155056
SPG11	-2.37248758222276
AEN	-2.37118394048145
RBMXL1	-2.36948565581705
GDE1	-2.36877050191624
ETF1	-2.36752801582362
SLC22A18	-2.36389650941904
DUS3L	-2.36353917841686
UBE2D4	-2.36329325345597
AP2B1	-2.361983870902
ZNF746	-2.36190734122542
SCO1	-2.3608697566914
HACD3	-2.36064538596159
NA	-2.36030530497423
PEX6	-2.36017001241828
FIGN	-2.35959935193278
CLPTM1	-2.35833074203353
THUMPD3	-2.35763958054182
FBXL4	-2.35657829386515
NA	-2.3565064250318
LTO1	-2.35476420929547
USP4	-2.35412846346369
ARHGEF7	-2.35366379087851
TNFRSF19	-2.35161778592336
IL6ST	-2.3505515670175
SWAP70	-2.34975952224569
NPIPB5	-2.34908887743995
MKNK1	-2.34861693119326
CPNE7	-2.34845541486533
ERG	-2.34565346573816
TCERG1	-2.34563890285265
LINC00641	-2.34465698643385
TBC1D17	-2.34346069799623
ZNF480	-2.3425851560195
RGS14	-2.34145561688775
PLK2	-2.33989559105481
ZNF317	-2.33934141155496
NFE2L2	-2.33691970444275
FIZ1	-2.33495763990457
SLC43A2	-2.33228737952675
AIMP1	-2.33227809275876
LRP10	-2.3312923678158
C1orf198	-2.33068934514
SPIRE2	-2.32975385799795
VTI1A	-2.32942485474224
SCAP	-2.32877206031294
ADA	-2.32797253612918
VANGL1	-2.32723682982694
PACS2	-2.32722114593862
CC2D1B	-2.32648639202876
SNRNP70	-2.32626614722805
DOCK2	-2.32540190624655
PI4K2A	-2.32474380125414
SLF2	-2.32299140145732
MMUT	-2.3222976001446
SCPEP1	-2.32186158611824
RABIF	-2.32104169377761
RNF40	-2.3207880979227
FAM20A	-2.31975471023754
ATP11C	-2.31831627163734
NA	-2.31794672505537
KATNAL2	-2.31520587060482
UNC119B	-2.31470352151221
INTS7	-2.31438998995619
IDH3B	-2.31405972408322
ZKSCAN2	-2.31307738067716
SLC44A3	-2.3126154429299
ASPSCR1	-2.31241350132527
ANGPTL1	-2.3111886398967
NA	-2.31118267173449
SNHG19	-2.30835874688365
GTF2H5	-2.30811235585105
RFTN1	-2.30558886508484
GABPB1-AS1	-2.30508212418146
HOMER3	-2.30355944770752
AOX1	-2.30283161176902
SUPT6H	-2.30076874746221
NDRG3	-2.30073976251006
DNAJB2	-2.3002441723828
MFSD13A	-2.29802749678088
ADCY8	-2.29676633145969
BTBD7	-2.29673665172302
GRAMD1B	-2.29407974367421
RNF34	-2.29230178556371
GATAD1	-2.29043439686906
DDX20	-2.29036707431667
C1orf43	-2.28667575358863
TMEM199	-2.28485005405434
SRD5A1	-2.2843950907098
RBM12	-2.28165118859796
TARBP1	-2.28144780001174
NA	-2.28095685215985
ZNF473	-2.280624723399
NA	-2.28045366735111
KMT2C	-2.27936344621537
NFIX	-2.27733392720976
FAM76A	-2.27620254439262
ANXA7	-2.27601636174354
DOCK1	-2.27512220152957
ARMC2	-2.27033096786244
RNF103	-2.26580096150931
VOPP1	-2.26512696184426
CCDC136	-2.2609570703695
SOBP	-2.26056172347151
SHISAL1	-2.25908943096844
DDIT3	-2.25825115780573
SERINC3	-2.25767423299472
C10orf143	-2.25764731250401
ITFG2	-2.25732845378598
ZFP41	-2.25732150254732
FAM210B	-2.25711675230684
MERTK	-2.25412285788774
CFI	-2.25387772851183
TIMM10B	-2.25222871578977
SBSN	-2.25193560233101
KLHL18	-2.24986078261723
CHSY1	-2.24902682299223
COQ9	-2.24431764490371
H2BC12	-2.24393392961679
MACF1	-2.24283125309708
AIMP2	-2.24243589848211
LRRC28	-2.23761154974431
MFSD14B	-2.23647159124991
WDR7	-2.23601009968368
SAP30	-2.23586137122144
TOB1	-2.23094282202912
ATP6AP1	-2.23059615069593
HDAC1	-2.2294263915915
NCOR1	-2.22759054265398
YARS1	-2.22647420537446
LINC00106	-2.22603369689475
KTN1	-2.2239967058296
GPD1L	-2.22281639300886
EPHB6	-2.22225850815226
RIPOR1	-2.22174922972353
TRRAP	-2.22130416636605
RBMS1	-2.22083317401824
TRIM25	-2.22004571820108
XPC	-2.21977628632887
MRPL45P2	-2.2197414694832
SLC25A30	-2.21930425178881
TMEM181	-2.21916462895611
ZFHX2-AS1	-2.21844863879845
MAP2K2	-2.21649262688403
FBXO33	-2.21608558847382
C8orf31	-2.2141672206621
LBX2-AS1	-2.21209034966217
MAML3	-2.21038327233656
XPO7	-2.2088948287021
NRSN2-AS1	-2.20878649141027
UBAP2	-2.20594087470894
CD99L2	-2.20572631521681
RFX8	-2.20552240855331
KEAP1	-2.20387918341375
UPF2	-2.20131664692162
ZNF346	-2.20122139007935
CCDC51	-2.20104564252808
HLA-E	-2.19812053644432
SOGA1	-2.19808245449083
CPQ	-2.19625759948994
FAM120B	-2.19462994440455
TTLL3	-2.19351531344138
VAV2	-2.19119427345173
SLC25A16	-2.18971094204321
TRERF1	-2.18951068725585
NA	-2.18948368264226
MROH1	-2.18912146338126
SRSF5	-2.1888624300917
CACHD1	-2.18601250930927
ADAR	-2.18551688968291
CDADC1	-2.18530664838182
LZTS2	-2.18357182077358
HDAC9	-2.18340821605183
NA	-2.18283910029223
HYAL2	-2.18222478422894
DAPK1	-2.18163272871606
HEATR3	-2.18047222663588
ATP6V1H	-2.17929602052038
C1QBP	-2.17874382866432
FADS2	-2.17807346049256
EXOC7	-2.17772668667171
CMSS1	-2.17579216773848
PRPF6	-2.17571902117984
FBH1	-2.17390699044283
SAP18	-2.17373696738144
KIAA0232	-2.17348319290859
TNFSF11	-2.17263623010741
SH3BP5-AS1	-2.17192808308844
NAB2	-2.17157107878834
BMS1	-2.17132102002951
ZNF239	-2.17110570676617
EIF4G1	-2.1705314062584
EXOSC2	-2.16908338187745
DVL3	-2.16860123999916
PDGFA	-2.16858870961778
LINC01750	-2.16766142604184
ZMPSTE24	-2.16643790480364
RBPMS	-2.16582455460035
FIP1L1	-2.16551811234
MAFF	-2.16404939140497
ZNF557	-2.16280640432472
IQCN	-2.16158692273381
SMG1P7	-2.16002205115906
SLC2A9	-2.15512490624293
AGAP6	-2.15302121584411
CLN3	-2.1524928299888
VWCE	-2.15232469918471
ZNF449	-2.1509627501396
ATP6V0E2-AS1	-2.15069099952335
AAGAB	-2.14836332531314
MRPL3	-2.14792593313324
IDE	-2.1465971941772
ZNF665	-2.14650023966132
ELP1	-2.14581735428401
VPS13B	-2.14482157067725
LRFN4	-2.14459718935847
ARIH2	-2.14419734518419
OMA1	-2.14410193080353
TUBGCP4	-2.14283316617091
DUSP3	-2.14202315154561
SORBS1	-2.14114906632679
MRPS12	-2.13836380802905
SMU1	-2.13824281256417
MYLK4	-2.13695576982376
NA	-2.13566028936665
NPIPB3	-2.13436012415237
GTF2IRD2B	-2.13414096475755
CSNK1A1	-2.13391777865058
PUDP	-2.1328282444853
U2AF1L4	-2.13236121101741
NUMBL	-2.13206056749102
NAALAD2	-2.12805534824402
CRCP	-2.12750084271962
ZNF263	-2.12654927461925
VPS26A	-2.1262730869493
ZNF814	-2.12578472904007
UBE2F	-2.12508430530221
SUN2	-2.12328215720649
SEPTIN7P2	-2.11902898351214
FBXW8	-2.11881588707621
CEP295NL	-2.11875707408141
FXN	-2.11786861648395
GGA3	-2.11752324709847
LPIN2	-2.11635149242398
CMBL	-2.11383657725271
UFC1	-2.11331555211509
KIAA1614	-2.11229749958576
OPHN1	-2.11013444896853
NEK8	-2.10903580966216
KHDC4	-2.10676388997473
PPP1R3E	-2.10401443838114
SWSAP1	-2.10380821500407
DDX23	-2.10261938186741
WDFY3-AS2	-2.10217851530449
PSMF1	-2.10212646848072
CDNF	-2.10192839344935
SNAI3-AS1	-2.10030469064772
TWNK	-2.09982844785735
WDFY3	-2.09979529921771
EIF3F	-2.0994383536192
KRIT1	-2.09940959010967
NPLOC4	-2.09800563011437
TBKBP1	-2.09710451138904
AMN1	-2.09358658603408
RBFA	-2.09135909773048
DHX36	-2.09018620742056
PLA2G12A	-2.09015446530718
LIN7A	-2.08816738093791
POT1-AS1	-2.08780560553783
NPC2	-2.08774229069692
APOBEC3C	-2.087179214427
DDR2	-2.08688072045225
LDAH	-2.08642340510135
MIDN	-2.08470258268841
SEC24C	-2.0846998202353
FAM120C	-2.08463169700875
MRPS5	-2.08202502160222
RPP40	-2.07983701946312
ENDOV	-2.07900160373014
SEC31B	-2.07844896887443
SCD	-2.07795941314322
CHORDC1	-2.07764861335719
YTHDF3	-2.07707875896839
NA	-2.07690206001091
ERMAP	-2.07658984041051
BDP1	-2.07644547354302
PPID	-2.07627295835335
RPF2	-2.07623106462125
ESR1	-2.07562344568118
FBXW11	-2.07560194170671
CCT6P1	-2.07498020449652
EHD2	-2.07398924977837
MAN1A2	-2.07261287505909
LYSMD4	-2.07192786822199
CYREN	-2.07109621400544
MED24	-2.07080639300485
VPS26B	-2.06990490243913
LDLRAD3	-2.06961524309425
PRPF4B	-2.06875324171956
SCAMP5	-2.06785029709112
FAM86JP	-2.0677753782177
TBCC	-2.06716780026885
POLR2B	-2.06391608768313
MZF1	-2.0634606235799
EXOSC6	-2.06301804828132
FAM66D	-2.06300386347527
FTSJ3	-2.060214192665
API5	-2.05938248571707
GAB3	-2.05926402226558
LRRC37A2	-2.05813610213334
PRPS1	-2.05796897758797
TP53RK	-2.05786854764893
NMNAT3	-2.05611845146793
RALGAPB	-2.05603745624443
MPV17L2	-2.05582773329657
ENOPH1	-2.05490758878677
PFAS	-2.05380693049855
LAPTM4B	-2.05346713559401
CYHR1	-2.05268298183667
TXLNB	-2.05219064078236
NAXE	-2.05177801085279
RPP38	-2.05112050536464
KIAA1217	-2.04969842474915
ZNF195	-2.04837681483161
MOK	-2.04691854848085
TBCD	-2.04577026290831
TAF4	-2.04437116446148
DMPK	-2.04313313774061
MID1IP1	-2.04298543171732
PRDM6	-2.04252938939904
ZNF333	-2.04211531385123
SUOX	-2.0418069123006
CRTAP	-2.04111880184969
XPA	-2.04102488648235
FBXL2	-2.04093853341877
SUPT5H	-2.03988775737934
TSC22D3	-2.03979150944118
PRDM2	-2.03845916043025
RNF122	-2.03843727283067
ME1	-2.03838393035351
NEAT1	-2.03559683582798
ZNF407	-2.03473734469725
ZC3H18	-2.03437372874874
SLC25A23	-2.03262744241534
SFXN2	-2.03164671736953
PUF60	-2.03157260035747
POMGNT2	-2.03148698970167
RPL26L1	-2.03109816634072
SAFB2	-2.03026302225093
EGLN3	-2.0291103745358
FARSB	-2.02842039157953
CALML4	-2.0282807219023
PTTG1IP	-2.02815847858604
CHFR	-2.0278870993978
ALPL	-2.02756275961894
UBE3B	-2.02711956529088
SCAF11	-2.02688258284635
GRIK2	-2.02682784228631
RBM25	-2.02455107377027
MLYCD	-2.02265585210186
RNPEPL1	-2.02264475517702
HCN3	-2.02133529642706
PCDHGA5	-2.02125625721709
CCDC107	-2.02004644378246
APBA1	-2.01994485952991
MAGEE1	-2.01561274723523
SLC24A1	-2.01546710846328
NSUN5P1	-2.01501406993011
FAM66C	-2.01406116180084
SBNO1-AS1	-2.01330573111242
BLMH	-2.01206428502717
SAMD4B	-2.01201384491724
ARHGAP10	-2.01177902458394
DNM1P46	-2.01142414707992
TNRC18	-2.01095612820575
ACE	-2.01080116197747
TRIM11	-2.01039037698449
MIIP	-2.00748667852327
PDCD4	-2.00704374823451
ZNF485	-2.00694706404791
MSANTD3	-2.0057727876611
NA	-2.0040935472173
F2RL2	-2.00386018673717
ZNF35	-2.00373361623442
FCHO2	-2.00245108738408
ELMO1	-2.0021834746907
UBE2Q1	-2.00117246119955
DPH7	-2.00097985931948
HADH	-1.99967033953313
MGAT1	-1.99655299940343
ATF6	-1.99602444167684
TIMM10	-1.99584097728586
DCAF17	-1.99582736738198
PIP4P2	-1.99493588312853
ACAD9	-1.99279948940467
PDP2	-1.99233193526941
WDR91	-1.99154549607429
ANK1	-1.9911746813424
PLEKHA8P1	-1.9903624394826
MRPS18B	-1.99016861072692
CTNND1	-1.98850266151899
WASF2	-1.98835133804695
ABCA3	-1.98706515191681
PNPLA7	-1.98645693161037
HNRNPAB	-1.9845112132115
RTN4	-1.9842021958901
TNFSF12	-1.98345621549605
TNPO3	-1.98296438905882
BCAR1	-1.98214887092446
NA	-1.98212764756261
ZNF620	-1.9815821564611
CLASP2	-1.97786112925744
ADCY10P1	-1.97757450423696
INPP5E	-1.97673830213699
PPM1B	-1.97631760242306
LSM14B	-1.97551205033515
SPNS1	-1.97473919636065
PLCB1	-1.97221445303349
R3HDM2	-1.97205576999557
KPNA1	-1.96953942952924
TTC1	-1.96840467677319
ATXN10	-1.96770684650394
HSD3B7	-1.96708258347169
SNHG8	-1.96599447002557
FAM50A	-1.96495718103277
SRPK2	-1.9648849036415
PCDHGA6	-1.96408028476597
INIP	-1.96324415590292
ALDH1A3	-1.95997707634991
REPS1	-1.95924909362516
AIDAP2	-1.95849966499889
GLI3	-1.95590068730554
PSME4	-1.95573063812021
FGF5	-1.95428869023612
MRPS7	-1.95336959831906
ACTR1A	-1.9529322343548
ZNF689	-1.95241355696217
TOM1	-1.95204778823496
WHAMM	-1.9512729946482
MUC20	-1.94911445761771
MED15	-1.94762755753251
MTRES1	-1.94515140779649
REC8	-1.94503712144963
PCDHGB1	-1.94423625753772
ABCE1	-1.9384566929324
NOP58	-1.93703756758178
VPS50	-1.93557645963222
AP2A2	-1.93327579443107
RDH13	-1.93285863006541
AP1M1	-1.93269316205385
CLASRP	-1.9319389690867
PTPN18	-1.93187994724939
MIF4GD	-1.93138886433179
TP53INP1	-1.92898825190963
NA	-1.92851779094544
RPAP1	-1.92805780923945
NA	-1.92733981483683
DYSF	-1.92694361338099
USP16	-1.92627917981856
UBTF	-1.92610860078165
ZNF174	-1.92605234911806
ATL3	-1.92426394632265
APTX	-1.9234504025461
GOLGB1	-1.92167372896547
HSPA14	-1.92164895334485
ALG14	-1.92163073273592
INMT	-1.92076380896756
PRKDC	-1.92053001879988
NACA	-1.91979744554156
HCFC1	-1.91817100224801
DIAPH1	-1.9174685708656
ZC3H3	-1.91676564527065
SYNPO2	-1.91573493871985
GDPD3	-1.91572906570981
BTBD3	-1.91548821885667
PRKAR1B	-1.91335177358423
ELP3	-1.91284096051949
TBX2	-1.91119250017569
YKT6	-1.90627225662339
RNPC3	-1.90574122489011
MED1	-1.90507080550385
TMCC1-AS1	-1.90475961080605
PDCD2	-1.90280456726285
RBCK1	-1.90213414155766
KRI1	-1.90114138591931
GIPC1	-1.90067912951776
PBDC1	-1.89955638262832
SNHG17	-1.8981078169339
VCP	-1.89772925812133
GPC1	-1.89650980918494
UNC45A	-1.89529625685939
ARHGEF5	-1.89512858139136
C1RL	-1.89405568292403
TSHZ1	-1.89220338573276
SLC7A14	-1.89104479400927
NDUFA6-DT	-1.88918851720271
COQ8A	-1.88833298990514
LDB1	-1.88696471578341
ISCU	-1.88657561570226
SLC25A38	-1.88608100546938
EPB41L1	-1.88539025375223
LYPD1	-1.88538264272016
PLCG1	-1.88415244728984
AP5B1	-1.88391359636506
LDHB	-1.88248150598863
HSF1	-1.88178798293491
ZNF202	-1.88156849737451
INPP1	-1.88108369343253
USF1	-1.88031552728137
ABCA7	-1.8795370291723
UVRAG	-1.8774098703901
YTHDF2	-1.87652885821468
SPEG	-1.87581446158621
ANTXR1	-1.87472026443121
TIMM23B-AGAP6	-1.87446130697103
FAM86HP	-1.87413201860846
AKT1S1	-1.87351972354168
C1orf109	-1.87307999818567
PLEKHM3	-1.87126652417519
DIDO1	-1.86986567327078
HLA-F-AS1	-1.8697359467595
TRMT12	-1.86943838809949
GNL3	-1.86881723344574
DNAJA1	-1.86782659931223
TRAPPC8	-1.86632491627061
PPT2	-1.86610267042508
WDR75	-1.86531524096358
KLHL22	-1.86124999644649
RPAP2	-1.86008429297457
PFN2	-1.85996457462136
VPS26C	-1.85975664000335
TMEM117	-1.85973911518182
SEC23IP	-1.85943027031628
ITSN2	-1.85848206381553
GOSR2	-1.85755562105865
ZNF622	-1.85514167845585
NUP93	-1.85447365683806
ACTR8	-1.85408695092127
CTSF	-1.85260599303578
RNH1	-1.85147151771667
GATC	-1.85089498514902
ZNF789	-1.84695037580971
SMARCA5	-1.84589577451304
DHX34	-1.84506867728331
MRPL20	-1.84463774287372
TMEM245	-1.84361360157043
ALG3	-1.84151579738998
TMTC2	-1.84075355067599
ARVCF	-1.84073882989872
ICE1	-1.84012770768048
TMEM64	-1.83996487583943
CFD	-1.83984828745253
TRIM3	-1.83904239282352
ZNF573	-1.83902826057074
PCNX3	-1.83574632083477
SLBP	-1.83573042543706
PHF14	-1.83546380027471
ARHGEF34P	-1.83338391084145
HGSNAT	-1.83096290346432
KDR	-1.83009499721412
FAXDC2	-1.83004083492839
GALNT7	-1.82858382094094
DDX3X	-1.82833429871752
ZNF343	-1.82804483773497
DGCR11	-1.82701930078953
COL11A2	-1.82339876559029
SPATA20	-1.82336530743609
SUCLA2	-1.8230442298961
TMEM251	-1.82255813463004
CAPZB	-1.82245614000579
SLC45A4	-1.82149219677675
CRYZL2P	-1.82099025500216
RPUSD4	-1.81978455467212
NA	-1.81754460455078
PTGDS	-1.81540645860711
STIP1	-1.81427332974957
C3orf18	-1.8130188270246
BTD	-1.81254447626524
NMNAT1	-1.80867700719937
KDM3B	-1.8079815318975
PLXNA1	-1.80763585697622
CCT5	-1.80730098036928
RANBP3	-1.80510168011163
NRP1	-1.80208443757563
ATMIN	-1.80142110057078
TLK1	-1.79577905893122
BAZ1B	-1.79494492106039
TBX5	-1.79438861387439
CPXM2	-1.79409466610532
MAST2	-1.79315933972536
CCND3	-1.79301622980314
SF1	-1.79289342970816
SPIRE1	-1.79276321902345
VPS33B	-1.79154390414179
TAF1C	-1.79126712414394
SEMA6B	-1.79074805618175
CLEC16A	-1.78997223830617
KIF5B	-1.78798409557698
COMMD10	-1.78781895718536
SMARCC2	-1.78625449476385
LEPROT	-1.78537704455185
SDCBP2-AS1	-1.78529163484063
BFSP1	-1.78493133050196
ISCA2	-1.78364406898735
TTC21A	-1.78229714958961
DESI1	-1.78186477953124
COQ10A	-1.78166125242181
ANAPC15	-1.78165808486795
TSR1	-1.78057354959723
SP2	-1.78003408816079
TBC1D4	-1.77838086018203
SIK3	-1.77756985030125
BAIAP2	-1.77735078737552
ZNF629	-1.77596537153745
PCBP2	-1.77592971548646
EIF3D	-1.77522734207675
GATB	-1.77504476911255
SCAMP1-AS1	-1.77496093046505
FAM122A	-1.77489655948273
PHAX	-1.77382471140775
PSMG4	-1.7732815897377
PRPF38B	-1.77068107578993
CTBP2	-1.77046078203823
ECD	-1.76967102515594
PRKAA2	-1.7695527117395
TMEM70	-1.76687964972165
NARS1	-1.76684957851346
RNASEK	-1.76668388463352
FAM117B	-1.76660776323328
EXOC2	-1.76571789570324
CAPN10-DT	-1.76514292353636
PLPP2	-1.76466211226623
TPRG1L	-1.76223515336946
PMS2P1	-1.76220392617269
POP1	-1.76119063683809
EDN1	-1.76074812251054
ALG12	-1.76057994973003
PMM2	-1.76017390749159
FKRP	-1.75900067363646
PPP6R1	-1.75899784123074
KAT8	-1.75779550163045
BCL2L13	-1.75626271923931
CCDC78	-1.75480153316579
MGST2	-1.7546541573237
DENND2B	-1.75446654533176
MTURN	-1.75247483094134
TOP1	-1.75235573982656
SLC7A6	-1.7519704469324
EIF4BP6	-1.75082581713379
PODN	-1.75023991011291
GOLGA4	-1.74999717610058
DFFB	-1.74976794610268
RALA	-1.74874961960706
DPH6	-1.74858690283953
NA	-1.74848760406921
QPRT	-1.74798242522542
FHOD3	-1.74762673419684
UQCR11	-1.74688783041561
ATAD3B	-1.74584275260108
RBM14	-1.74383623217019
ACBD6	-1.74259156836106
UTP4	-1.74231371290098
CAPRIN1	-1.74136339363188
TCN2	-1.74069480198848
ZNF577	-1.73862528106986
SETD1B	-1.73597698075412
DOCK8	-1.73527973073979
INTS5	-1.73347976069346
SCARA3	-1.73223432172022
FEM1A	-1.73142791900664
ATPSCKMT	-1.7293974241189
ZNF767P	-1.72829919034245
ATXN1L	-1.72786801718634
RAB9A	-1.72775889698896
TBRG1	-1.72768911406447
ZNF484	-1.72756993481669
DPH5	-1.72670204259524
ARSL	-1.72657945086
XPO5	-1.72557287771019
PBRM1	-1.72447839355121
PIGZ	-1.72408079293882
RGMA	-1.72363359609892
TMEM144	-1.72344311942728
FOSL1	-1.72296746394154
TRIM68	-1.72198977013603
TSPAN10	-1.72130811429479
GMEB1	-1.72095022859366
APEX1	-1.72079597157572
MRPS23	-1.71964589771643
TANC2	-1.71854268562079
DNAJC6	-1.71847632732017
MORC2	-1.717280564465
KANK1	-1.71613791971513
ELMOD3	-1.71383777853169
SOD3	-1.71111127495665
THADA	-1.7107351184396
SSH2	-1.7083002243613
FAM229A	-1.70708989996229
SEPTIN10	-1.70654109662335
HPCAL1	-1.70614512967334
TMEM135	-1.70395555162348
MTO1	-1.70320215549508
CMTR1	-1.70314956805827
HSPA9	-1.70276769327573
STARD3	-1.70171567587323
NA	-1.70132764551047
ENTPD3-AS1	-1.70047801379878
TCF25	-1.69998669295782
PILRB	-1.69944797073888
SURF2	-1.69830194167183
NEFM	-1.6975475079105
JOSD1	-1.69607435127785
FBXL7	-1.69345728389234
SLC12A9	-1.69242164325999
BAG6	-1.6911673388377
RASSF8-AS1	-1.68976074307029
LINC00630	-1.68938167924383
ENTR1	-1.68654468546568
CAPN1	-1.6859944136747
EBPL	-1.68584205888798
TRMT5	-1.68562193073788
DAPK2	-1.68485689217248
IDUA	-1.68344781860772
UBE2L6	-1.68302921454736
ZSCAN29	-1.68272670926146
MTERF3	-1.68271422130516
NOD1	-1.68216383158323
VPS45	-1.68166141706803
PRR13	-1.68133001633583
PIFO	-1.68049174020538
EXOC1	-1.67902708376078
AQR	-1.67832353674874
SMARCD3	-1.67819254626821
SFXN4	-1.67807198471076
HNRNPR	-1.67792186554001
NA	-1.67595138327082
SRCAP	-1.67380149704961
SGMS2	-1.67354812352284
KARS1	-1.6714988815128
LINC00685	-1.67135294776399
TPT1-AS1	-1.67094621780066
CDKN2AIP	-1.67077836871118
FCSK	-1.66872758081332
DCAF7	-1.66840510225316
ZNF3	-1.66619647455835
NEXN	-1.66602998019806
CCAR2	-1.66602138891897
FUT10	-1.66448059482421
ERVK3-1	-1.66384187564156
WDR82	-1.66323192115593
FAM219B	-1.66225410245459
TAMALIN	-1.65998316698914
NA	-1.65853950360145
TSC2	-1.6580390652096
AGO4	-1.65772478122029
RAB23	-1.65696548064092
USP5	-1.65607665191816
CCS	-1.65572524236183
DDX56	-1.65506172567414
LPCAT4	-1.65397025180953
GK	-1.6538207710993
ZNF335	-1.65293394270212
MAPK3	-1.65287181070169
MRPS35	-1.65284427397352
ZNF442	-1.65206806177412
CCDC40	-1.65189702467108
PRPF4	-1.65150970352308
USP39	-1.65121332942431
SEPTIN9	-1.64672528075229
COG7	-1.6460766526348
DLGAP4	-1.64355939993176
SCUBE2	-1.64317063162275
RAD54L2	-1.64273472201706
WARS2	-1.64231174904765
RREB1	-1.64025726420502
SCAMP4	-1.63958358053585
MRPS33	-1.63936317223155
PINX1	-1.63839675032761
SLK	-1.63601160197519
SEC14L1P1	-1.63596753739157
IPO8	-1.63564845510032
CD55	-1.63553886186371
CCT6A	-1.6343847490709
WASF1	-1.63435617813468
TCP1	-1.6329074760366
PLTP	-1.63216694219401
ZBTB40	-1.63167587675441
BDH2	-1.63096927458456
ZFAS1	-1.62997009395304
KIFC2	-1.62983025833391
ARRDC1-AS1	-1.62925494521806
CARD16	-1.62920623976351
NA	-1.62903611800625
ZBTB3	-1.62842229743472
FHL1	-1.6258211303476
RAB4A	-1.62497157336755
MALT1	-1.62418780602595
NDOR1	-1.62367675149407
TMEM220-AS1	-1.62194824186389
HUWE1	-1.6207135642677
NAIF1	-1.62055352292712
GOT2	-1.62044017774186
NHSL2	-1.61812514163901
SLFN12	-1.61762928454273
PPP2R1B	-1.61742910076636
TMEM126B	-1.61685277799619
PCCA	-1.6161470380706
KLHL29	-1.61595347572816
ZPR1	-1.61519939894376
ESRRA	-1.61449398372012
SF3B2	-1.6129971893313
MST1	-1.6127953720727
REXO1	-1.61181423218328
